"Gear"	"SampleDate"	"Station"	"SizeFraction"	"Dilution"	"TotalCells"	"Processor"	"ProcessDate"	"ProcessingTime"	"AmphipodProcessingTime"	"QC"	"QCDate"	"QCTime"	"Jellies"	"Fish"	"Archive"	"LabComments"
2	4/16/2009 0:00:00	"92"	2	60.00	5					0			0	0		
2	4/16/2009 0:00:00	"D16"	1	25.00	5					0			0	0		
2	4/16/2009 0:00:00	"D16"	2	15.00	5					0			0	0		
2	4/16/2009 0:00:00	"M10"	1	25.00	5					0			0	0		"Lots of very clingy organic debris."
2	4/16/2009 0:00:00	"M10"	2	15.00	5					0			0	0		"first sample processed with the Ward counting wheel."
2	4/17/2009 0:00:00	"48"	1	30.00	5					0			0	0		"Lots of organic debris."
2	4/17/2009 0:00:00	"48"	2	10.00	5					0			0	0		
2	4/17/2009 0:00:00	"54"	1	25.00	5					0			0	0		
2	4/17/2009 0:00:00	"54"	2	15.00	5					0			0	0		"debris"
2	4/17/2009 0:00:00	"60"	1	15.00	5					0			0	0		
2	4/17/2009 0:00:00	"60"	2	10.00	5					0			0	0		
2	4/17/2009 0:00:00	"64"	1	15.00	5					0			0	0		
2	4/17/2009 0:00:00	"64"	2	10.00	5					0			0	0		
2	4/17/2009 0:00:00	"EZ6"	1	80.00	5					0			0	0		"lots of debris"
2	4/17/2009 0:00:00	"EZ6"	2	40.00	5					0			0	0		"lots of debris"
2	4/20/2009 0:00:00	"28"	1	80.00	5					0			0	0		
2	4/20/2009 0:00:00	"28"	2	15.00	5					0			0	0		"debris"
2	4/20/2009 0:00:00	"32"	1	80.00	5					0			0	0		"Lots of organic debris."
2	4/20/2009 0:00:00	"32"	2	15.00	5					0			0	0		"debris"
2	4/20/2009 0:00:00	"S42"	1	60.00	5					0			0	0		"debris"
2	4/20/2009 0:00:00	"S42"	2	15.00	5					0			0	0		
2	4/21/2009 0:00:00	"D41"	1	40.00	5					0			0	0		"debris"
2	4/21/2009 0:00:00	"D41"	2	25.00	5					0			0	0		
2	4/21/2009 0:00:00	"D41A"	1	40.00	5					0			0	0		"debris"
2	4/21/2009 0:00:00	"D41A"	2	15.00	5					0			0	0		"debris"
2	4/21/2009 0:00:00	"D6"	1	80.00	5					0			0	0		
2	4/21/2009 0:00:00	"D6"	2	25.00	5					0			0	0		
2	5/14/2009 0:00:00	"74"	1	30.00	5					0			0	0		"debris"
2	5/14/2009 0:00:00	"74"	2	10.00	5					0			0	0		
2	5/14/2009 0:00:00	"D19"	1	40.00	5					0			0	0		
2	5/14/2009 0:00:00	"D19"	2	15.00	5					0			0	0		"debris"
2	5/14/2009 0:00:00	"D28"	1	15.00	5					0			0	0		
2	5/14/2009 0:00:00	"D28"	2	10.00	5					0			0	0		
2	5/15/2009 0:00:00	"86"	1	25.00	5					0			0	0		
2	5/15/2009 0:00:00	"86"	2	15.00	5					0			0	0		"debris"
2	5/15/2009 0:00:00	"92"	1	30.00	5					0			0	0		
2	5/15/2009 0:00:00	"92"	2	15.00	5					0			0	0		
2	5/15/2009 0:00:00	"D16"	1	20.00	5					0			0	0		
2	5/15/2009 0:00:00	"D16"	2	10.00	5					0			0	0		
2	5/15/2009 0:00:00	"M10"	1	60.00	5					0			0	0		"lots of debris"
2	5/15/2009 0:00:00	"M10"	2	15.00	5					0			0	0		"lots of debris"
2	5/18/2009 0:00:00	"48"	1	80.00	5					0			0	0		
2	5/18/2009 0:00:00	"48"	2	15.00	5					0			0	0		
2	5/18/2009 0:00:00	"54"	1	40.00	5					0			0	0		
2	5/18/2009 0:00:00	"54"	2	10.00	5					0			0	0		
2	5/18/2009 0:00:00	"60"	1	25.00	5					0			0	0		"Cell 2 ""other calanoid copepodid"" was an Osphranticum."
2	5/18/2009 0:00:00	"60"	2	10.00	5					0			0	0		"debris"
2	5/18/2009 0:00:00	"64"	1	15.00	5					0			0	0		
2	5/18/2009 0:00:00	"64"	2	10.00	5					0			0	0		
2	5/18/2009 0:00:00	"EZ2"	1	20.00	5					0			0	0		
2	5/18/2009 0:00:00	"EZ2"	2	10.00	5					0			0	0		
2	5/19/2009 0:00:00	"28"	1	80.00	5					0			0	0		"debris"
2	5/19/2009 0:00:00	"28"	2	10.00	5					0			0	0		
2	5/19/2009 0:00:00	"32"	1	900.00	20					0			0	0		"LOTS of sand and debris!"
2	5/19/2009 0:00:00	"32"	2	250.00	15					0			0	0		"Sample contained a great deal of woody debris."
2	5/19/2009 0:00:00	"S42"	1	15.00	5					0			0	0		"debris"
2	5/19/2009 0:00:00	"S42"	2	10.00	5					0			0	0		"debris"
2	5/20/2009 0:00:00	"D41"	1	80.00	5					0			0	0		"lots of debris"
2	5/20/2009 0:00:00	"D41"	2	15.00	5					0			0	0		
2	5/20/2009 0:00:00	"D41A"	1	80.00	5					0			0	0		"debris"
2	5/20/2009 0:00:00	"D41A"	2	30.00	5					0			0	0		
2	5/20/2009 0:00:00	"D6"	1	50.00	5					0			0	0		
2	5/20/2009 0:00:00	"D6"	2	10.00	5					0			0	0		
2	6/15/2009 0:00:00	"74"	1	20.00	5					0			0	0		
2	6/15/2009 0:00:00	"74"	2	10.00	5					0			0	0		
2	6/15/2009 0:00:00	"D19"	1	15.00	5					0			0	0		"Debris"
2	6/15/2009 0:00:00	"D19"	2	10.00	5					0			0	0		
2	6/15/2009 0:00:00	"D28"	1	15.00	5					0			0	0		
2	6/15/2009 0:00:00	"D28"	2	10.00	5					0			0	0		
2	6/16/2009 0:00:00	"86"	1	10.00	5					0			0	0		
2	6/16/2009 0:00:00	"86"	2	10.00	5					0			0	0		
2	6/16/2009 0:00:00	"92"	1	15.00	5					0			0	0		
2	6/16/2009 0:00:00	"92"	2	15.00	5					0			0	0		
2	6/16/2009 0:00:00	"D16"	1	15.00	5					0			0	0		"""Clingy"" debris"
2	6/16/2009 0:00:00	"D16"	2	10.00	5					0			0	0		
2	6/16/2009 0:00:00	"M10"	1	20.00	5					0			0	0		"debris"
2	6/16/2009 0:00:00	"M10"	2	10.00	5					0			0	0		
2	6/17/2009 0:00:00	"48"	1	60.00	5					0			0	0		
2	6/17/2009 0:00:00	"48"	2	10.00	5					0			0	0		
2	6/17/2009 0:00:00	"54"	1	50.00	5					0			0	0		"debris"
2	6/17/2009 0:00:00	"54"	2	10.00	5					0			0	0		"Many adult copepods display small polyp-like things on stalks that are attached to the prosome- fung"
2	6/17/2009 0:00:00	"60"	1	10.00	5					0			0	0		"lots of wispy-looking strands of‡‡.algae(?)"
2	6/17/2009 0:00:00	"60"	2	10.00	5					0			0	0		
2	6/17/2009 0:00:00	"64"	1	15.00	5					0			0	0		
2	6/17/2009 0:00:00	"64"	2	10.00	5					0			0	0		
2	6/17/2009 0:00:00	"EZ2"	1	15.00	5					0			0	0		
2	6/17/2009 0:00:00	"EZ2"	2	10.00	5					0			0	0		
2	6/17/2009 0:00:00	"EZ6"	1	25.00	5					0			0	0		"lots of fine debris"
2	6/17/2009 0:00:00	"EZ6"	2	10.00	5					0			0	0		
2	6/18/2009 0:00:00	"28"	1	120.00	7					0			0	0		
2	6/18/2009 0:00:00	"28"	2	10.00	5					0			0	0		
2	6/18/2009 0:00:00	"32"	1	60.00	5					0			0	0		"Sample was spilled AFTER processing, as much as possible was salvaged for archive"
2	6/18/2009 0:00:00	"32"	2	10.00	5					0			0	0		
2	6/18/2009 0:00:00	"S42"	1	50.00	5					0			0	0		
2	6/18/2009 0:00:00	"S42"	2	20.00	5					0			0	0		"woody debris"
2	6/19/2009 0:00:00	"D41"	1	150.00	9					0			0	0		"debris.
~20 bivalve veligers looked at with polarized light.  Did not appear to be Dreissena sp."
2	6/19/2009 0:00:00	"D41"	2	10.00	5					0			0	0		"cell 1: 2 veligers,
cell 3: 2 veligers"
2	6/19/2009 0:00:00	"D41A"	1	40.00	5					0			0	0		"debris"
2	6/19/2009 0:00:00	"D41A"	2	10.00	5					0			0	0		"lots of sticky, fine debris"
2	6/19/2009 0:00:00	"D6"	1							0			0	0		
2	7/13/2009 0:00:00	"74"	1	30.00	5					0			0	0		"lots of debris"
2	7/13/2009 0:00:00	"74"	2	1.00	1					0			0	0		"Processed using counting wheel."
2	7/13/2009 0:00:00	"D19"	1	15.00	5					0			0	0		
2	7/13/2009 0:00:00	"D19"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	7/13/2009 0:00:00	"D28"	1	40.00	5					0			0	0		"debris"
2	7/13/2009 0:00:00	"D28"	2	1.00	1					0			0	0		"Processed using counting wheel."
2	7/14/2009 0:00:00	"86"	1	15.00	5					0			0	0		"debris"
2	7/14/2009 0:00:00	"86"	2	1.00	1					0			0	0		"Processed using counting wheel."
2	7/14/2009 0:00:00	"92"	1	15.00	5					0			0	0		
2	7/14/2009 0:00:00	"92"	2	20.00	5					0			0	0		"Processed using counting wheel."
2	7/14/2009 0:00:00	"D16"	1	25.00	5					0			0	0		"lots of debris
cells 2 & 5:  1 veliger each."
2	7/14/2009 0:00:00	"D16"	2	1.00	1					0			0	0		"Processed using counting wheel."
2	7/14/2009 0:00:00	"M10"	1	125.00	5					0			0	0		"Lots (and lots) of debris"
2	7/14/2009 0:00:00	"M10"	2	50.00	5					0			0	0		"Processed using counting wheel.
Lots of large debris."
2	7/15/2009 0:00:00	"48"	1	120.00	7					0			0	0		
2	7/15/2009 0:00:00	"48"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	7/15/2009 0:00:00	"54"	1	120.00	7					0			0	0		"debris"
2	7/15/2009 0:00:00	"54"	2	1.00	1					0			0	0		"Processed using counting wheel."
2	7/15/2009 0:00:00	"60"	1	80.00	5					0			0	0		
2	7/15/2009 0:00:00	"60"	2	1.00	1					0			0	0		"Processed using counting wheel."
2	7/15/2009 0:00:00	"64"	1	10.00	5					0			0	0		"Pine pollen in sample. Debris"
2	7/15/2009 0:00:00	"64"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	7/15/2009 0:00:00	"EZ2"	1	15.00	5					0			0	0		
2	7/15/2009 0:00:00	"EZ2"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	7/15/2009 0:00:00	"EZ6"	1	40.00	5					0			0	0		"debris"
2	7/15/2009 0:00:00	"EZ6"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	7/16/2009 0:00:00	"28"	1	150.00	9					0			0	0		"sand and debris.

Cell #8: 5 veligers; cell # 9: 6 veligers."
2	7/16/2009 0:00:00	"28"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	7/16/2009 0:00:00	"32"	1	40.00	6					0			0	0		
2	7/16/2009 0:00:00	"32"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	7/16/2009 0:00:00	"S42"	1	60.00	5					0			0	0		"debris"
2	7/16/2009 0:00:00	"S42"	2	1.00	1					0			0	0		"Processed using counting wheel."
2	7/17/2009 0:00:00	"D41"	1	200.00	12					0			0	0		"Cell #4: 10 veligers
cell #12:  5 veligers"
2	7/17/2009 0:00:00	"D41"	2	20.00	5					0			0	0		"Processed using the counting wheel."
2	7/17/2009 0:00:00	"D41A"	1	140.00	8					0			0	0		
2	7/17/2009 0:00:00	"D41A"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	7/17/2009 0:00:00	"D6"	1	25.00	6					0			0	0		"debris"
2	7/17/2009 0:00:00	"D6"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	8/12/2009 0:00:00	"74"	1	30.00	5					0			0	0		
2	8/12/2009 0:00:00	"74"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	8/12/2009 0:00:00	"D19"	1	30.00	5					0			0	0		"debris"
2	8/12/2009 0:00:00	"D19"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	8/12/2009 0:00:00	"D28"	1	20.00	5					0			0	0		"lots of pink debris."
2	8/12/2009 0:00:00	"D28"	2	20.00	5					0			0	0		
2	8/13/2009 0:00:00	"86"	1	15.00	5					0			0	0		"lots of debris"
2	8/13/2009 0:00:00	"86"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	8/13/2009 0:00:00	"92"	1	150.00	9					0			0	0		"Rotifers in clumps."
2	8/13/2009 0:00:00	"92"	2	20.00	5					0			0	0		
2	8/13/2009 0:00:00	"D16"	1	25.00	5					0			0	0		"Debris"
2	8/13/2009 0:00:00	"D16"	2	20.00	5					0			0	0		"Processed using the counting wheel."
2	8/13/2009 0:00:00	"M10"	1	30.00	5					0			0	0		"lots of debris"
2	8/13/2009 0:00:00	"M10"	2	20.00	5					0			0	0		
2	8/14/2009 0:00:00	"48"	1	90.00	5					0			0	0		"very sticky filaments forming clumps;  difficult to extract organisms."
2	8/14/2009 0:00:00	"48"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	8/14/2009 0:00:00	"54"	1	80.00	5					0			0	0		"lots of fine organic debris"
2	8/14/2009 0:00:00	"54"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	8/14/2009 0:00:00	"60"	1	125.00	7					0			0	0		
2	8/14/2009 0:00:00	"60"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	8/14/2009 0:00:00	"64"	1	30.00	5					0			0	0		"fine debris"
2	8/14/2009 0:00:00	"64"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	8/14/2009 0:00:00	"EZ2"	1	80.00	5					0			0	0		"lots of fine debris"
2	8/14/2009 0:00:00	"EZ2"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	8/17/2009 0:00:00	"28"	1	120.00	7					0			0	0		"lots of diatoms"
2	8/17/2009 0:00:00	"28"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	8/17/2009 0:00:00	"32"	1	250.00	15					0			0	0		
2	8/17/2009 0:00:00	"32"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	8/17/2009 0:00:00	"S42"	1	80.00	5					0			0	0		
2	8/17/2009 0:00:00	"S42"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	8/18/2009 0:00:00	"D41"	1	150.00	9					0			0	0		"debris very clingy/clumpy."
2	8/18/2009 0:00:00	"D41"	2	30.00	5					0			0	0		"Processed using the counting wheel."
2	8/18/2009 0:00:00	"D41A"	1	200.00	12					0			0	0		"Not a large amount of debris, but took a long time!  Processing time: ~9:30"
2	8/18/2009 0:00:00	"D41A"	2	30.00	5					0			0	0		"Processed using the counting wheel."
2	8/18/2009 0:00:00	"D6"	1	100.00	6					0			0	0		"lots of disk-shaped diatoms and debris."
2	8/18/2009 0:00:00	"D6"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	9/9/2009 0:00:00	"74"	1	20.00	5					0			0	0		
2	9/9/2009 0:00:00	"74"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	9/9/2009 0:00:00	"D19"	1	10.00	5					0			0	0		"(Sedgewick-Rafter cells)

Very fine debris."
2	9/9/2009 0:00:00	"D19"	2	1.00	1					0			0	0		"(counting wheel)"
2	9/9/2009 0:00:00	"D28"	1	20.00	5					0			0	0		"Debris"
2	9/9/2009 0:00:00	"D28"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	9/10/2009 0:00:00	"86"	1	60.00	5					0			0	0		"lots of silt"
2	9/10/2009 0:00:00	"86"	2	50.00	5					0			0	0		"Processed using the counting wheel.
Lots of debris."
2	9/10/2009 0:00:00	"92"	1	100.00	6					0			0	0		
2	9/10/2009 0:00:00	"92"	2	20.00	5					0			0	0		"Processed using the counting wheel."
2	9/10/2009 0:00:00	"D16"	1	40.00	5					0			0	0		"Lots of silt"
2	9/10/2009 0:00:00	"D16"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	9/10/2009 0:00:00	"M10"	1	150.00	9					0			0	0		"Lots of short pink filiments (?)."
2	9/10/2009 0:00:00	"M10"	2	40.00	5					0			0	0		"Processed using the counting wheel.
Lots of Volvox."
2	9/11/2009 0:00:00	"48"	1	60.00	5					0			0	0		
2	9/11/2009 0:00:00	"48"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	9/11/2009 0:00:00	"54"	1	90.00	5					0			0	0		
2	9/11/2009 0:00:00	"54"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	9/11/2009 0:00:00	"60"	1	90.00	5					0			0	0		"Slide #2:  9 veligers; slide #5: 12 veligers"
2	9/11/2009 0:00:00	"60"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	9/11/2009 0:00:00	"64"	1	100.00	6					0			0	0		
2	9/11/2009 0:00:00	"64"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	9/11/2009 0:00:00	"EZ6"	1	100.00	6					0			0	0		"silt"
2	9/11/2009 0:00:00	"EZ6"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	9/14/2009 0:00:00	"28"	1	60.00	5					0			0	0		
2	9/14/2009 0:00:00	"28"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	9/14/2009 0:00:00	"32"	1	180.00	10					0			0	0		
2	9/14/2009 0:00:00	"32"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	9/14/2009 0:00:00	"S42"	1	95.00	5					0			0	0		"Lots of silt."
2	9/14/2009 0:00:00	"S42"	2	1.00	1					0			0	0		"Processed using the counting wheel.
Lots of woody debris and broken shell bits."
2	9/15/2009 0:00:00	"D41"	1	130.00	7					0			0	0		"(Sedgewick-Rafter cells)"
2	9/15/2009 0:00:00	"D41"	2	25.00	5					0			0	0		"(counting wheel)"
2	9/15/2009 0:00:00	"D41A"	1	130.00	7					0			0	0		"(Sedgewick-Rafter cells)"
2	9/15/2009 0:00:00	"D41A"	2	20.00	5					0			0	0		"(counting wheel)"
2	9/15/2009 0:00:00	"D6"	1	130.00	7					0			0	0		"debris"
2	9/15/2009 0:00:00	"D6"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	10/7/2009 0:00:00	"74"	1	60.00	5					0			0	0		"lots of debris"
2	10/7/2009 0:00:00	"74"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	10/7/2009 0:00:00	"D19"	1	20.00	5					0			0	0		"(S-R cells)"
2	10/7/2009 0:00:00	"D19"	2	1.00	1					0			0	0		"(counting wheel)"
2	10/7/2009 0:00:00	"D28"	1	90.00	5					0			0	0		"Lots of organic debris"
2	10/7/2009 0:00:00	"D28"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	10/8/2009 0:00:00	"86"	1	40.00	5					0			0	0		"lots of debris"
2	10/8/2009 0:00:00	"86"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	10/8/2009 0:00:00	"92"	1	80.00	5					0			0	0		"lots of silt and debris"
2	10/8/2009 0:00:00	"92"	2	40.00	5					0			0	0		
2	10/8/2009 0:00:00	"D16"	1	80.00	5					0			0	0		"lots of debris"
2	10/8/2009 0:00:00	"D16"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	10/8/2009 0:00:00	"M10"	1	90.00	5					0			0	0		"Lots of clumping organic debris"
2	10/8/2009 0:00:00	"M10"	2	60.00	5					0			0	0		"lots of debris"
2	10/9/2009 0:00:00	"48"	1	60.00	5					0			0	0		"lots of organic debris"
2	10/9/2009 0:00:00	"48"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	10/9/2009 0:00:00	"54"	1	80.00	5					0			0	0		"lots of organic debris"
2	10/9/2009 0:00:00	"54"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	10/9/2009 0:00:00	"60"	1	120.00	7					0			0	0		
2	10/9/2009 0:00:00	"60"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	10/9/2009 0:00:00	"64"	1	80.00	5					0			0	0		"lots of debris"
2	10/9/2009 0:00:00	"64"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	10/9/2009 0:00:00	"EZ2"	1	80.00	5					0			0	0		"lots of debris"
2	10/9/2009 0:00:00	"EZ2"	2	1.00	1					0			0	0		"Processed using the counting wheel.
Lots of sand"
2	10/9/2009 0:00:00	"EZ6"	1	80.00	5					0			0	0		
2	10/9/2009 0:00:00	"EZ6"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	10/12/2009 0:00:00	"28"	1	90.00	5					0			0	0		"lots of silt, organic debris and diatoms."
2	10/12/2009 0:00:00	"28"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	10/12/2009 0:00:00	"32"	1	90.00	5					0			0	0		"lots of debris"
2	10/12/2009 0:00:00	"32"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	10/12/2009 0:00:00	"S42"	1	90.00	5					0			0	0		
2	10/12/2009 0:00:00	"S42"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	10/13/2009 0:00:00	"D41"	1							0			0	0		
2	10/13/2009 0:00:00	"D41A"	1							0			0	0		
2	10/13/2009 0:00:00	"D6"	1	60.00	5					0			0	0		"Lots of fine silt"
2	10/13/2009 0:00:00	"D6"	2	1.00	1					0			0	0		"Processed using the counting wheel.
""Other calanoid copepodids"" suspected to be P. marinus."
2	11/4/2009 0:00:00	"86"	1	40.00	5					0			0	0		"Lots of organic debris!"
2	11/4/2009 0:00:00	"86"	2	10.00	5					0			0	0		
2	11/4/2009 0:00:00	"92"	1	30.00	5					0			0	0		"Lots of fine debris"
2	11/4/2009 0:00:00	"92"	2	20.00	5					0			0	0		
2	11/4/2009 0:00:00	"D16"	1	40.00	5					0			0	0		"lots of debris"
2	11/4/2009 0:00:00	"D16"	2	1.00	1					0			0	0		"Used the counting wheel."
2	11/4/2009 0:00:00	"M10"	1	90.00	5					0			0	0		"LOTS of organic debris"
2	11/4/2009 0:00:00	"M10"	2	30.00	5					0			0	0		
2	11/5/2009 0:00:00	"74"	1	80.00	5					0			0	0		"lots of debris"
2	11/5/2009 0:00:00	"74"	2	20.00	5					0			0	0		
2	11/5/2009 0:00:00	"D19"	1	30.00	5					0			0	0		"(S-R cells)

Lots of debris."
2	11/5/2009 0:00:00	"D19"	2	1.00	1					0			0	0		"(counting wheel)"
2	11/5/2009 0:00:00	"D28"	1	40.00	5					0			0	0		"Lots of debris"
2	11/5/2009 0:00:00	"D28"	2	10.00	5					0			0	0		
2	11/6/2009 0:00:00	"48"	1	80.00	5					0			0	0		"Lots of silt/debris"
2	11/6/2009 0:00:00	"48"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	11/6/2009 0:00:00	"54"	1	40.00	5					0			0	0		
2	11/6/2009 0:00:00	"54"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	11/6/2009 0:00:00	"60"	1	40.00	5					0			0	0		"lots of debris"
2	11/6/2009 0:00:00	"60"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	11/6/2009 0:00:00	"64"	1	50.00	5					0			0	0		
2	11/6/2009 0:00:00	"64"	2	10.00	5					0			0	0		
2	11/6/2009 0:00:00	"EZ2"	1	40.00	5					0			0	0		"lots of organic debris"
2	11/6/2009 0:00:00	"EZ2"	2	10.00	5					0			0	0		
2	11/6/2009 0:00:00	"EZ6"	1	60.00	5					0			0	0		
2	11/6/2009 0:00:00	"EZ6"	2	10.00	5					0			0	0		
2	11/9/2009 0:00:00	"28"	1	80.00	5					0			0	0		"LOTS of silt!"
2	11/9/2009 0:00:00	"28"	2	1.00	1					0			0	0		"processed using the counting wheel."
2	11/9/2009 0:00:00	"32"	1	30.00	5					0			0	0		"debris"
2	11/9/2009 0:00:00	"32"	2	10.00	5					0			0	0		
2	11/9/2009 0:00:00	"S42"	1	40.00	5					0			0	0		"fine silt and debris"
2	11/9/2009 0:00:00	"S42"	2	10.00	5					0			0	0		
2	11/10/2009 0:00:00	"D41"	1	30.00	5					0			0	0		"(S-R cells)

Lots of dinoflagellates"
2	11/10/2009 0:00:00	"D41"	2	1.00	1					0			0	0		"(counting wheel)"
2	11/10/2009 0:00:00	"D41A"	1	20.00	5					0			0	0		"(S-R cells)"
2	11/10/2009 0:00:00	"D41A"	2	1.00	1					0			0	0		"(counting wheel)"
2	11/10/2009 0:00:00	"D6"	1	70.00	5					0			0	0		"silt"
2	11/10/2009 0:00:00	"D6"	2	1.00	1					0			0	0		
2	12/8/2009 0:00:00	"74"	1	70.00	5					0			0	0		"(S-R cells)

Lots of debris"
2	12/8/2009 0:00:00	"74"	2	1.00	1					0			0	0		"(Counting wheel)"
2	12/8/2009 0:00:00	"D19"	1	10.00	5					0			0	0		"(S-R cells)"
2	12/8/2009 0:00:00	"D19"	2	1.00	1					0			0	0		"Processed using the counting wheel"
2	12/8/2009 0:00:00	"D28"	1	30.00	5					0			0	0		"(S-R cells)  Lots of silt"
2	12/8/2009 0:00:00	"D28"	2	1.00	1					0			0	0		"(Counting wheel)

Debris"
2	12/9/2009 0:00:00	"86"	1	50.00	5					0			0	0		"(S-R cells)

Lots of debris"
2	12/9/2009 0:00:00	"86"	2	1.00	1					0			0	0		"(counting wheel)

Relatively large debris"
2	12/9/2009 0:00:00	"92"	1	90.00	5					0			0	0		"(S-R cells)

Lots of debris"
2	12/9/2009 0:00:00	"92"	2	20.00	5					0			0	0		"(counting wheel)

Lots of debris"
2	12/9/2009 0:00:00	"D16"	1	30.00	6					0			0	0		"(S-R cells)

lots of debris
Cell #6 for QC"
2	12/9/2009 0:00:00	"D16"	2	1.00	1					0			0	0		"(counting wheel)"
2	12/9/2009 0:00:00	"M10"	1	90.00	5					0			0	0		"(S-R cells)

LOTS of fine debris
Cell 4 for QC"
2	12/9/2009 0:00:00	"M10"	2	60.00	5					0			0	0		"(S-R cells)

LOTS of debris!"
2	12/10/2009 0:00:00	"48"	1	70.00	5					0			0	0		"(S-R cells)

Lots of silt."
2	12/10/2009 0:00:00	"48"	2	1.00	1					0			0	0		"(Counting wheel)"
2	12/10/2009 0:00:00	"54"	1	80.00	5					0			0	0		"(S-R cells)

Lots of debris"
2	12/10/2009 0:00:00	"54"	2	1.00	1					0			0	0		"(Counting wheel)"
2	12/10/2009 0:00:00	"60"	1	60.00	5					0			0	0		"(S-R cells)

Lots of debris"
2	12/10/2009 0:00:00	"60"	2	1.00	1					0			0	0		"(counting wheel)"
2	12/10/2009 0:00:00	"64"	1	60.00	5					0			0	0		"(S-R cells)

Lots of organic debris"
2	12/10/2009 0:00:00	"64"	2	1.00	1					0			0	0		"(Counting wheel)"
2	12/10/2009 0:00:00	"EZ2"	1	40.00	5					0			0	0		"(S-R cells)

Lots of fine debris"
2	12/10/2009 0:00:00	"EZ2"	2	1.00	1					0			0	0		"(counting wheel)

Debris"
2	12/11/2009 0:00:00	"28"	1	130.00	7					0			0	0		"(S-R cells)

Lots of silt and debris."
2	12/11/2009 0:00:00	"28"	2	1.00	1					0			0	0		"(Counting wheel)"
2	12/11/2009 0:00:00	"32"	1	60.00	5					0			0	0		"(S-R cells)

Lots of debris."
2	12/11/2009 0:00:00	"32"	2	1.00	1					0			0	0		"(Counting wheel)"
2	12/11/2009 0:00:00	"S42"	1	60.00	5					0			0	0		"(S-R cells)

Lots of debris"
2	12/11/2009 0:00:00	"S42"	2	1.00	1					0			0	0		"Processed using the counting wheel.

Lots of debris"
2	12/14/2009 0:00:00	"D41"	1	60.00	6					0			0	0		"(S-R cells)

Lots of silt and debris."
2	12/14/2009 0:00:00	"D41"	2	1.00	1					0			0	0		"Processed using the counting wheel



In progress"
2	12/14/2009 0:00:00	"D41A"	1	20.00	5					0			0	0		"(S-R cells)"
2	12/14/2009 0:00:00	"D41A"	2	1.00	1					0			0	0		"Processed using the counting wheel."
2	12/14/2009 0:00:00	"D6"	1	60.00	5					0			0	0		"(S-R cells)

Lots of debris"
2	12/14/2009 0:00:00	"D6"	2	1.00	1					0			0	0		"(counting wheel)"
2	1/6/2010 0:00:00	"86"	1	20.00	5					0			0	0		"detritus"
2	1/6/2010 0:00:00	"86"	2	1.00	1					0			0	0		"Counting wheel"
2	1/6/2010 0:00:00	"92"	1	20.00	5					0			0	0		
2	1/6/2010 0:00:00	"92"	2	1.00	1					0			0	0		"Counting wheel"
